ticker,period_end,report_date,usable_from_date,roe,roa,operating_margin,gross_profitability,debt_ratio,interest_coverage,per,pbr,pcr,psr,ev_ebitda,dividend_yield,fcf,operating_cash_flow,net_income,earnings_yoy
000220,2026-12-31,2026-06-17,2026-06-17,6.96,,,,,,8.28,0.58,,,,2.82,,,492.0,
000225,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,3.25,,,,
000227,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,1.17,,,,
001200,2026-12-31,2026-06-17,2026-06-17,5.7,,,,,,6.96,0.4,,,,3.68,,,703.0,
000100,2026-12-31,2026-06-17,2026-06-17,8.42,,,,,,30.43,2.56,,,,0.76,,,2599.0,
000105,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,0.91,,,,
003460,2026-12-31,2026-06-17,2026-06-17,2.58,,,,,,14.37,0.37,,,,6.69,,,229.0,
003465,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,7.29,,,,
008730,2026-12-31,2026-06-17,2026-06-17,1.43,,,,,,114.88,1.64,,,,1.3,,,168.0,
008250,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.17,,,,3.35,,,,
025820,2026-12-31,2026-06-17,2026-06-17,7.51,,,,,,14.89,1.12,,,,1.85,,,327.0,
214320,2026-12-31,2026-06-17,2026-06-17,8.62,,,,,,8.61,0.74,,,,5.95,,,2294.0,
139480,2026-12-31,2026-06-17,2026-06-17,1.24,,,,,,17.49,0.22,,,,2.81,,,5084.0,
457190,2026-12-31,2026-06-17,2026-06-17,0.59,,,,,,3350.0,19.8,,,,,,,26.0,
007660,2026-12-31,2026-06-17,2026-06-17,22.13,,,,,,54.43,12.05,,,,0.19,,,2278.0,
005950,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,3.81,,,,,,,,
015020,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.49,,,,,,,,
074610,2026-12-31,2026-06-17,2026-06-17,5.75,,,,,,46.04,2.64,,,,,,,111.0,
102460,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.83,,,,,,,,
084680,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.81,,,,,,,,
000760,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.26,,,,,,,,
014990,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.95,,,,,,,,
101140,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.44,,,,,,,,
006490,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,2.49,,,,,,,,
023800,2026-12-31,2026-06-17,2026-06-17,7.13,,,,,,5.54,0.4,,,,4.67,,,1043.0,
034590,2026-12-31,2026-06-17,2026-06-17,8.05,,,,,,5.71,0.46,,,,5.18,,,4650.0,
129260,2026-12-31,2026-06-17,2026-06-17,3.35,,,,,,6.16,0.21,,,,4.66,,,348.0,
023810,2026-12-31,2026-06-17,2026-06-17,9.04,,,,,,4.57,0.41,,,,3.29,,,1196.0,
249420,2026-12-31,2026-06-17,2026-06-17,12.04,,,,,,21.06,2.54,,,,1.01,,,942.0,
000230,2026-12-31,2026-06-17,2026-06-17,6.61,,,,,,7.66,0.51,,,,1.35,,,967.0,
013360,2026-12-31,2026-06-17,2026-06-17,3.77,,,,,,34.37,1.29,,,,,,,51.0,
003120,2026-12-31,2026-06-17,2026-06-17,0.32,,,,,,115.88,0.37,,,,6.09,,,170.0,
003200,2026-12-31,2026-06-17,2026-06-17,3.65,,,,,,7.13,0.26,,,,3.61,,,1555.0,
007110,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.64,,,,,,,,
007570,2026-12-31,2026-06-17,2026-06-17,2.9,,,,,,22.67,0.66,,,,1.82,,,375.0,
007575,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,2.21,,,,
008500,2026-12-31,2026-06-17,2026-06-17,86.07,,,,,,0.28,0.24,,,,12.84,,,2775.0,
081000,2026-12-31,2026-06-17,2026-06-17,1.66,,,,,,22.26,0.37,,,,2.79,,,483.0,
020760,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.63,,,,,,,,
103590,2026-12-31,2026-06-17,2026-06-17,17.65,,,,,,40.8,7.2,,,,0.56,,,2179.0,
271940,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.47,,,,,,,,
015860,2026-12-31,2026-06-17,2026-06-17,6.69,,,,,,9.52,0.64,,,,2.75,,,765.0,
226320,2026-12-31,2026-06-17,2026-06-17,4.29,,,,,,10.72,0.46,,,,2.7,,,949.0,
317400,2026-12-31,2026-06-17,2026-06-17,7.57,,,,,,4.12,0.31,,,,4.07,,,895.0,
033240,2026-12-31,2026-06-17,2026-06-17,10.54,,,,,,15.15,1.6,,,,,,,2284.0,
000950,2026-12-31,2026-06-17,2026-06-17,13.1,,,,,,1.03,0.13,,,,3.72,,,26160.0,
079900,2026-12-31,2026-06-17,2026-06-17,20.3,,,,,,26.93,5.47,,,,2.37,,,2172.0,
194370,2026-12-31,2026-06-17,2026-06-17,14.81,,,,,,4.54,0.67,,,,4.91,,,2692.0,
030000,2026-12-31,2026-06-17,2026-06-17,13.2,,,,,,9.76,1.29,,,,6.15,,,2049.0,
271980,2026-12-31,2026-06-17,2026-06-17,11.08,,,,,,6.75,0.75,,,,,,,1605.0,
001560,2026-12-31,2026-06-17,2026-06-17,12.47,,,,,,4.99,0.62,,,,7.08,,,2042.0,
002620,2026-12-31,2026-06-17,2026-06-17,4.59,,,,,,7.82,0.36,,,,0.94,,,953.0,
006220,2026-12-31,2026-06-17,2026-06-17,1.32,,,,,,53.54,0.71,,,,0.83,,,226.0,
089590,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.48,,,,,,,,
004910,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.18,,,,5.24,,,,
004700,2026-12-31,2026-06-17,2026-06-17,2.0,,,,,,19.4,0.39,,,,,,,3248.0,
001550,2026-12-31,2026-06-17,2026-06-17,3.61,,,,,,30.0,1.08,,,,,,,380.0,
462520,2026-12-31,2026-06-17,2026-06-17,1.01,,,,,,80.96,0.81,,,,6.57,,,188.0,
120030,2026-12-31,2026-06-17,2026-06-17,5.66,,,,,,9.06,0.51,,,,0.55,,,9974.0,
018470,2026-12-31,2026-06-17,2026-06-17,3.81,,,,,,18.32,0.7,,,,,,,63.0,
002600,2026-12-31,2026-06-17,2026-06-17,5.34,,,,,,10.27,0.55,,,,4.34,,,13470.0,
185750,2026-12-31,2026-06-17,2026-06-17,7.72,,,,,,12.41,0.96,,,,0.68,,,5882.0,
063160,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.7,,,,,,,,
001630,2026-12-31,2026-06-17,2026-06-17,6.35,,,,,,4.92,0.31,,,,3.35,,,8493.0,
109070,2026-12-31,2026-06-17,2026-06-17,7.12,,,,,,41.1,2.93,,,,,,,39.0,
044380,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.45,,,,,,,,
013890,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.33,,,,0.91,,,,
013870,2026-12-31,2026-06-17,2026-06-17,5.01,,,,,,5.27,0.26,,,,6.23,,,762.0,
071320,2026-12-31,2026-06-17,2026-06-17,14.14,,,,,,2.57,0.36,,,,8.52,,,28102.0,
088790,2026-12-31,2026-06-17,2026-06-17,3.69,,,,,,7.68,0.28,,,,5.92,,,330.0,
003780,2026-12-31,2026-06-17,2026-06-17,10.34,,,,,,9.96,1.03,,,,6.73,,,534.0,
010640,2026-12-31,2026-06-17,2026-06-17,5.11,,,,,,15.98,0.82,,,,6.8,,,138.0,
100250,2026-12-31,2026-06-17,2026-06-17,4.83,,,,,,9.63,0.47,,,,6.63,,,313.0,
051630,2026-12-31,2026-06-17,2026-06-17,2.24,,,,,,51.9,1.16,,,,,,,42.0,
272450,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.44,,,,,,,,
011000,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.84,,,,,,,,
002780,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.56,,,,,,,,
002787,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,,,,,
002785,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,,,,,
025620,2026-12-31,2026-06-17,2026-06-17,4.36,,,,,,36.08,1.57,,,,,,,181.0,
009310,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.28,,,,,,,,
000650,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,29.48,,,,,,,,
033250,2026-12-31,2026-06-17,2026-06-17,13.89,,,,,,4.38,0.61,,,,,,,985.0,
035720,2026-12-31,2026-06-17,2026-06-17,4.36,,,,,,36.27,1.58,,,,0.18,,,1118.0,
323410,2026-12-31,2026-06-17,2026-06-17,7.12,,,,,,23.46,1.67,,,,1.95,,,1008.0,
377300,2026-12-31,2026-06-17,2026-06-17,2.38,,,,,,138.21,3.29,,,,,,,335.0,
006380,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,8.06,,,,,,,,
279570,2026-12-31,2026-06-17,2026-06-17,5.09,,,,,,24.49,1.25,,,,,,,294.0,
001620,2026-12-31,2026-06-17,2026-06-17,11.96,,,,,,1.73,0.21,,,,,,,1415.0,
029460,2026-12-31,2026-06-17,2026-06-17,5.11,,,,,,8.45,0.43,,,,1.29,,,3947.0,
281820,2026-12-31,2026-06-17,2026-06-17,9.99,,,,,,34.1,3.41,,,,0.49,,,2686.0,
381970,2026-12-31,2026-06-17,2026-06-17,22.89,,,,,,8.75,2.0,,,,13.06,,,1050.0,
007815,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,0.34,,,,
007810,2026-12-31,2026-06-17,2026-06-17,10.74,,,,,,82.21,8.83,,,,0.07,,,1726.0,
00781K,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,0.4,,,,
003690,2026-12-31,2026-06-17,2026-06-17,7.61,,,,,,8.78,0.67,,,,4.09,,,1587.0,
192820,2026-12-31,2026-06-17,2026-06-17,22.05,,,,,,15.57,3.43,,,,1.95,,,10847.0,
044820,2026-12-31,2026-06-17,2026-06-17,10.6,,,,,,5.89,0.62,,,,4.33,,,3056.0,
005070,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,3.03,,,,,,,,
005420,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,2.28,,,,,,,,
071950,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.65,,,,,,,,
002020,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.42,,,,1.0,,,,
003070,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.36,,,,4.12,,,,
003075,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,3.1,,,,
002025,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,2.36,,,,
120110,2026-12-31,2026-06-17,2026-06-17,0.17,,,,,,316.0,0.55,,,,1.83,,,225.0,
120115,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,5.25,,,,
021240,2026-12-31,2026-06-17,2026-06-17,16.9,,,,,,10.64,1.8,,,,2.13,,,8630.0,
036420,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.66,,,,,,,,
024720,2026-12-31,2026-06-17,2026-06-17,3.81,,,,,,12.31,0.47,,,,3.21,,,683.0,
192400,2026-12-31,2026-06-17,2026-06-17,11.02,,,,,,5.55,0.61,,,,5.96,,,4685.0,
284740,2026-12-31,2026-06-17,2026-06-17,11.02,,,,,,4.17,0.46,,,,5.39,,,5330.0,
264900,2026-12-31,2026-06-17,2026-06-17,5.42,,,,,,8.71,0.47,,,,3.33,,,964.0,
26490K,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,3.44,,,,
005740,2026-12-31,2026-06-17,2026-06-17,5.2,,,,,,4.87,0.25,,,,2.18,,,1224.0,
005745,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,2.28,,,,
259960,2026-12-31,2026-06-17,2026-06-17,10.43,,,,,,15.01,1.57,,,,0.91,,,16454.0,
020120,2026-12-31,2026-06-17,2026-06-17,3.26,,,,,,18.32,0.6,,,,,,,179.0,
039490,2026-12-31,2026-06-17,2026-06-17,17.47,,,,,,8.31,1.45,,,,3.12,,,44379.0,
014580,2026-12-31,2026-06-17,2026-06-17,10.14,,,,,,4.72,0.48,,,,3.67,,,866.0,
015890,2026-12-31,2026-06-17,2026-06-17,7.62,,,,,,5.98,0.46,,,,5.22,,,801.0,
006890,2026-12-31,2026-06-17,2026-06-17,5.18,,,,,,8.47,0.44,,,,2.76,,,770.0,
003240,2026-12-31,2026-06-17,2026-06-17,2.06,,,,,,9.59,0.2,,,,0.19,,,96033.0,
011280,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.48,,,,,,,,
004100,2026-12-31,2026-06-17,2026-06-17,2.25,,,,,,32.77,0.74,,,,0.32,,,94.0,
004105,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,0.41,,,,
009410,2026-12-31,2026-06-17,2026-06-17,9.38,,,,,,9.61,0.9,,,,,,,191.0,
009415,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,,,,,
001420,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.42,,,,8.4,,,,
055490,2026-12-31,2026-06-17,2026-06-17,1.3,,,,,,40.57,0.53,,,,1.17,,,423.0,
078000,2026-12-31,2026-06-17,2026-06-17,5.49,,,,,,11.99,0.66,,,,4.47,,,1195.0,
214420,2026-12-31,2026-06-17,2026-06-17,9.44,,,,,,12.04,1.14,,,,0.89,,,466.0,
091810,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,6.1,,,,,,,,
019180,2026-12-31,2026-06-17,2026-06-17,30.56,,,,,,1.93,0.59,,,,1.63,,,3815.0,
217590,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,4.0,,,,0.27,,,,
363280,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.09,,,,,,,,
36328K,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,,,,,
004870,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.43,,,,,,,,
034230,2026-12-31,2026-06-17,2026-06-17,5.52,,,,,,13.89,0.77,,,,0.99,,,1087.0,
005690,2026-12-31,2026-06-17,2026-06-17,32.51,,,,,,22.06,7.17,,,,0.34,,,671.0,
036580,2026-12-31,2026-06-17,2026-06-17,19.76,,,,,,2.19,0.43,,,,1.95,,,1169.0,
004720,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.47,,,,,,,,
028670,2026-12-31,2026-06-17,2026-06-17,5.27,,,,,,9.52,0.5,,,,2.79,,,564.0,
010820,2026-12-31,2026-06-17,2026-06-17,17.92,,,,,,26.86,4.81,,,,,,,303.0,
016800,2026-12-31,2026-06-17,2026-06-17,5.95,,,,,,6.79,0.4,,,,3.7,,,3976.0,
001020,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.31,,,,,,,,
090080,2026-12-31,2026-06-17,2026-06-17,25.27,,,,,,3.12,0.79,,,,,,,286.0,
010770,2026-12-31,2026-06-17,2026-06-17,27.26,,,,,,1.73,0.47,,,,3.59,,,2414.0,
022100,2026-12-31,2026-06-17,2026-06-17,9.14,,,,,,81.05,7.41,,,,0.45,,,343.0,
058430,2026-12-31,2026-06-17,2026-06-17,4.45,,,,,,23.09,1.03,,,,1.66,,,285.0,
047050,2026-12-31,2026-06-17,2026-06-17,9.15,,,,,,16.57,1.52,,,,3.1,,,3603.0,
003670,2026-12-31,2026-06-17,2026-06-17,0.11,,,,,,4107.84,4.58,,,,0.12,,,51.0,
017810,2026-12-31,2026-06-17,2026-06-17,1.0,,,,,,118.81,1.19,,,,1.02,,,84.0,
103140,2026-12-31,2026-06-17,2026-06-17,6.4,,,,,,14.12,0.9,,,,2.23,,,5388.0,
005810,2026-12-31,2026-06-17,2026-06-17,6.36,,,,,,7.25,0.46,,,,4.1,,,5389.0,
009810,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.41,,,,,,,,
086790,2026-12-31,2026-06-17,2026-06-17,8.47,,,,,,9.09,0.77,,,,3.24,,,13954.0,
293480,2026-12-31,2026-06-17,2026-06-17,2.85,,,,,,18.26,0.52,,,,2.81,,,507.0,
039130,2026-12-31,2026-06-17,2026-06-17,21.03,,,,,,18.38,3.86,,,,3.17,,,2062.0,
352820,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,3.07,,,,0.21,,,,
071090,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.49,,,,,,,,
000080,2026-12-31,2026-06-17,2026-06-17,3.71,,,,,,26.71,0.99,,,,4.4,,,596.0,
000087,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,5.78,,,,
000140,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.33,,,,4.19,,,,
000145,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,4.11,,,,
036460,2026-12-31,2026-06-17,2026-06-17,1.18,,,,,,24.64,0.29,,,,3.2,,,1463.0,
005430,2026-12-31,2026-06-17,2026-06-17,10.01,,,,,,6.49,0.65,,,,1.16,,,13258.0,
071050,2026-12-31,2026-06-17,2026-06-17,16.82,,,,,,6.94,1.17,,,,3.62,,,34592.0,
071055,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,5.32,,,,
010040,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.38,,,,,,,,
025540,2026-12-31,2026-06-17,2026-06-17,9.08,,,,,,7.44,0.68,,,,4.12,,,10428.0,
010100,2026-12-31,2026-06-17,2026-06-17,5.2,,,,,,5.91,0.31,,,,2.47,,,685.0,
004090,2026-12-31,2026-06-17,2026-06-17,2.55,,,,,,28.91,0.74,,,,1.01,,,412.0,
002200,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.32,,,,3.12,,,,
002960,2026-12-31,2026-06-17,2026-06-17,34.36,,,,,,13.29,4.57,,,,7.3,,,37098.0,
000240,2026-12-31,2026-06-17,2026-06-17,7.26,,,,,,6.97,0.51,,,,4.31,,,3666.0,
123890,2026-12-31,2026-06-17,2026-06-17,4.56,,,,,,5.83,0.27,,,,6.37,,,404.0,
015760,2026-12-31,2026-06-17,2026-06-17,17.74,,,,,,3.04,0.54,,,,3.81,,,13311.0,
006200,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.15,,,,4.09,,,,
027970,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.29,,,,,,,,
023350,2026-12-31,2026-06-17,2026-06-17,5.01,,,,,,5.63,0.28,,,,3.24,,,821.0,
025890,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.7,,,,,,,,
000970,2026-12-31,2026-06-17,2026-06-17,4.69,,,,,,8.64,0.41,,,,5.87,,,789.0,
104700,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.38,,,,8.35,,,,
017960,2026-12-31,2026-06-17,2026-06-17,17.74,,,,,,17.08,3.03,,,,0.92,,,2043.0,
161890,2026-12-31,2026-06-17,2026-06-17,13.74,,,,,,16.68,2.29,,,,0.98,,,5299.0,
161390,2026-12-31,2026-06-17,2026-06-17,9.0,,,,,,7.59,0.68,,,,3.39,,,8931.0,
034830,2026-12-31,2026-06-17,2026-06-17,2.04,,,,,,12.98,0.26,,,,5.56,,,97.0,
007280,2026-12-31,2026-06-17,2026-06-17,1.39,,,,,,21.11,0.29,,,,18.22,,,104.0,
047810,2026-12-31,2026-06-17,2026-06-17,10.16,,,,,,81.59,8.29,,,,0.32,,,1907.0,
123690,2026-12-31,2026-06-17,2026-06-17,3.35,,,,,,99.86,3.35,,,,,,,70.0,
003350,2026-12-31,2026-06-17,2026-06-17,26.14,,,,,,5.49,1.44,,,,0.72,,,1510.0,
011500,2026-12-31,2026-06-17,2026-06-17,2.27,,,,,,66.56,1.51,,,,0.24,,,253.0,
002390,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.38,,,,2.48,,,,
053690,2026-12-31,2026-06-17,2026-06-17,8.51,,,,,,11.45,0.97,,,,1.91,,,1826.0,
042700,2026-12-31,2026-06-17,2026-06-17,31.0,,,,,,141.62,43.9,,,,0.25,,,2256.0,
008930,2026-12-31,2026-06-17,2026-06-17,12.31,,,,,,17.93,2.21,,,,0.96,,,1748.0,
128940,2026-12-31,2026-06-17,2026-06-17,13.57,,,,,,33.39,4.53,,,,0.45,,,13372.0,
009240,2026-12-31,2026-06-17,2026-06-17,11.66,,,,,,12.5,1.46,,,,,,,2808.0,
020000,2026-12-31,2026-06-17,2026-06-17,3.22,,,,,,10.17,0.33,,,,3.42,,,2153.0,
003680,2026-12-31,2026-06-17,2026-06-17,0.25,,,,,,153.0,0.39,,,,,,,30.0,
105630,2026-12-31,2026-06-17,2026-06-17,7.79,,,,,,6.22,0.48,,,,6.64,,,1454.0,
069640,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.12,,,,,,,,
016450,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.39,,,,11.09,,,,
009180,2026-12-31,2026-06-17,2026-06-17,11.04,,,,,,5.07,0.56,,,,7.01,,,563.0,
213500,2026-12-31,2026-06-17,2026-06-17,0.56,,,,,,42.27,0.23,,,,7.26,,,163.0,
014680,2026-12-31,2026-06-17,2026-06-17,13.51,,,,,,22.42,3.03,,,,0.86,,,13428.0,
004710,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.7,,,,0.65,,,,
004150,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.27,,,,3.59,,,,
025750,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.33,,,,,,,,
004960,2026-12-31,2026-06-17,2026-06-17,7.16,,,,,,2.18,0.16,,,,1.33,,,5174.0,
011700,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.08,,,,0.68,,,,
001750,2026-12-31,2026-06-17,2026-06-17,9.95,,,,,,4.59,0.46,,,,7.96,,,4383.0,
001755,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,8.25,,,,
018880,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,1.33,,,,,,,,
009420,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,17.59,,,,,,,,
014130,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.34,,,,,,,,
300720,2026-12-31,2026-06-17,2026-06-17,4.18,,,,,,13.67,0.57,,,,6.9,,,1061.0,
002220,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.75,,,,0.59,,,,
003300,2026-12-31,2026-06-17,2026-06-17,1.88,,,,,,17.21,0.32,,,,5.68,,,1024.0,
051600,2026-12-31,2026-06-17,2026-06-17,9.23,,,,,,18.87,1.74,,,,3.17,,,2761.0,
052690,2026-12-31,2026-06-17,2026-06-17,13.66,,,,,,60.29,8.24,,,,1.0,,,2244.0,
130660,2026-12-31,2026-06-17,2026-06-17,3.95,,,,,,111.6,4.4,,,,2.7,,,125.0,
002320,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.18,,,,3.53,,,,
003480,2026-12-31,2026-06-17,2026-06-17,13.29,,,,,,2.17,0.29,,,,2.44,,,2265.0,
180640,2026-12-31,2026-06-17,2026-06-17,4.66,,,,,,53.0,2.47,,,,0.29,,,2313.0,
18064K,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,1.3,,,,
005110,2026-12-31,2026-06-17,2026-06-17,384.74,,,,,,0.4,1.53,,,,,,,3151.0,
009460,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.36,,,,,,,,
372910,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.44,,,,,,,,
000880,2026-12-31,2026-06-17,2026-06-17,3.06,,,,,,31.68,0.97,,,,0.85,,,4072.0,
00088K,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,2.58,,,,
452260,2026-12-31,2026-06-17,2026-06-17,0.41,,,,,,165.29,0.67,,,,,,,17.0,
45226K,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,,,,,
489790,2026-12-31,2026-06-17,2026-06-17,5.25,,,,,,79.82,4.19,,,,,,,902.0,
088350,2026-12-31,2026-06-17,2026-06-17,3.75,,,,,,8.23,0.31,,,,,,,693.0,
000370,2026-12-31,2026-06-17,2026-06-17,10.69,,,,,,3.74,0.4,,,,,,,1858.0,
009830,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.83,,,,,,,,
009835,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,,,,,
272210,2026-12-31,2026-06-17,2026-06-17,4.97,,,,,,81.63,4.06,,,,0.47,,,1290.0,
012450,2026-12-31,2026-06-17,2026-06-17,15.16,,,,,,42.9,6.5,,,,0.57,,,28530.0,
082740,2026-12-31,2026-06-17,2026-06-17,31.07,,,,,,31.63,9.83,,,,,,,2071.0,
042660,2026-12-31,2026-06-17,2026-06-17,19.9,,,,,,33.22,6.61,,,,,,,4007.0,
003530,2026-12-31,2026-06-17,2026-06-17,4.92,,,,,,12.7,0.63,,,,,,,467.0,
003535,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,,,,,
195870,2026-12-31,2026-06-17,2026-06-17,4.22,,,,,,57.96,2.45,,,,1.11,,,1401.0,
101530,2026-12-31,2026-06-17,2026-06-17,7.54,,,,,,6.69,0.5,,,,4.26,,,878.0,
143210,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.28,,,,,,,,
000720,2026-12-31,2026-06-17,2026-06-17,4.51,,,,,,41.97,1.89,,,,0.57,,,3319.0,
000725,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,1.44,,,,
453340,2026-12-31,2026-06-17,2026-06-17,11.83,,,,,,6.59,0.78,,,,3.87,,,2654.0,
086280,2026-12-31,2026-06-17,2026-06-17,16.75,,,,,,9.52,1.59,,,,2.64,,,23117.0,
064350,2026-12-31,2026-06-17,2026-06-17,25.01,,,,,,31.04,7.76,,,,0.27,,,7055.0,
079430,2026-12-31,2026-06-17,2026-06-17,1.77,,,,,,17.61,0.31,,,,2.01,,,368.0,
012330,2026-12-31,2026-06-17,2026-06-17,7.41,,,,,,15.44,1.14,,,,1.03,,,40861.0,
069960,2026-12-31,2026-06-17,2026-06-17,4.54,,,,,,21.63,0.98,,,,1.04,,,9572.0,
004560,2026-12-31,2026-06-17,2026-06-17,2.85,,,,,,13.84,0.39,,,,1.85,,,976.0,
004310,2026-12-31,2026-06-17,2026-06-17,3.06,,,,,,84.48,2.58,,,,0.37,,,96.0,
017800,2026-12-31,2026-06-17,2026-06-17,19.38,,,,,,11.37,2.2,,,,16.98,,,7258.0,
307950,2026-12-31,2026-06-17,2026-06-17,9.88,,,,,,103.85,10.26,,,,0.27,,,6654.0,
011210,2026-12-31,2026-06-17,2026-06-17,2.74,,,,,,22.39,0.61,,,,1.44,,,3716.0,
004020,2026-12-31,2026-06-17,2026-06-17,0.0,,,,,,,0.24,,,,1.43,,,,
005440,2026-12-31,2026-06-17,2026-06-17,10.3,,,,,,5.24,0.54,,,,2.17,,,2643.0,
005380,2026-12-31,2026-06-17,2026-06-17,8.21,,,,,,17.12,1.41,,,,1.62,,,36088.0,
005387,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,4.07,,,,
005389,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,4.24,,,,
005385,2026-12-31,2026-06-17,2026-06-17,,,,,,,,,,,,4.06,,,,
001500,2026-12-31,2026-06-17,2026-06-17,4.32,,,,,,9.37,0.4,,,,3.92,,,1009.0,
