ticker,name,market,sector,listing_date,is_etf,is_spac,is_managed,is_halted,as_of
000157,두산2우B,KOSPI,,,false,false,false,false,2026-07-19
454910,두산로보틱스,KOSPI,,,false,false,false,false,2026-07-19
241560,두산밥캣,KOSPI,,,false,false,false,false,2026-07-19
034020,두산에너빌리티,KOSPI,,,false,false,false,false,2026-07-19
000155,두산우,KOSPI,,,false,false,false,false,2026-07-19
336260,두산퓨얼셀,KOSPI,,,false,false,false,false,2026-07-19
33626K,두산퓨얼셀1우,KOSPI,,,false,false,false,false,2026-07-19
33626L,두산퓨얼셀2우B,KOSPI,,,false,false,false,false,2026-07-19
016740,두올,KOSPI,,,false,false,false,false,2026-07-19
192650,드림텍,KOSPI,,,false,false,false,false,2026-07-19
024090,디씨엠,KOSPI,,,false,false,false,false,2026-07-19
003160,디아이,KOSPI,,,false,false,false,false,2026-07-19
092200,디아이씨,KOSPI,,,false,false,false,false,2026-07-19
377190,디앤디플랫폼리츠,KOSPI,,,false,false,false,false,2026-07-19
013570,디와이,KOSPI,,,false,false,false,false,2026-07-19
024900,디와이덕양,KOSPI,,,false,false,false,false,2026-07-19
002880,디와이에이,KOSPI,,,false,false,false,false,2026-07-19
210540,디와이파워,KOSPI,,,false,false,false,false,2026-07-19
032350,롯데관광개발,KOSPI,,,false,false,false,false,2026-07-19
089860,롯데렌탈,KOSPI,,,false,false,false,false,2026-07-19
330590,롯데리츠,KOSPI,,,false,false,false,false,2026-07-19
000400,롯데손해보험,KOSPI,,,false,false,false,false,2026-07-19
023530,롯데쇼핑,KOSPI,,,false,false,false,false,2026-07-19
020150,롯데에너지머티리얼즈,KOSPI,,,false,false,false,false,2026-07-19
280360,롯데웰푸드,KOSPI,,,false,false,false,false,2026-07-19
286940,롯데이노베이트,KOSPI,,,false,false,false,false,2026-07-19
004000,롯데정밀화학,KOSPI,,,false,false,false,false,2026-07-19
004990,롯데지주,KOSPI,,,false,false,false,false,2026-07-19
00499K,롯데지주우,KOSPI,,,false,false,false,false,2026-07-19
005300,롯데칠성,KOSPI,,,false,false,false,false,2026-07-19
005305,롯데칠성우,KOSPI,,,false,false,false,false,2026-07-19
011170,롯데케미칼,KOSPI,,,false,false,false,false,2026-07-19
071840,롯데하이마트,KOSPI,,,false,false,false,false,2026-07-19
027740,마니커,KOSPI,,,false,false,false,false,2026-07-19
357430,마스턴프리미어리츠,KOSPI,,,false,false,false,false,2026-07-19
001080,만호제강,KOSPI,,,false,false,false,false,2026-07-19
088980,맥쿼리인프라,KOSPI,,,false,false,false,false,2026-07-19
094800,맵스리얼티,KOSPI,,,false,false,false,false,2026-07-19
138040,메리츠금융지주,KOSPI,,,false,false,false,false,2026-07-19
090370,메타랩스,KOSPI,,,false,false,false,false,2026-07-19
118000,메타케어,KOSPI,,,false,false,false,false,2026-07-19
017180,명문제약,KOSPI,,,false,false,false,false,2026-07-19
009900,명신산업,KOSPI,,,false,false,false,false,2026-07-19
317450,명인제약,KOSPI,,,false,false,false,false,2026-07-19
012690,모나리자,KOSPI,,,false,false,false,false,2026-07-19
005360,모나미,KOSPI,,,false,false,false,false,2026-07-19
070960,모나용평,KOSPI,,,false,false,false,false,2026-07-19
009680,모토닉,KOSPI,,,false,false,false,false,2026-07-19
009580,무림P&P,KOSPI,,,false,false,false,false,2026-07-19
009200,무림페이퍼,KOSPI,,,false,false,false,false,2026-07-19
033920,무학,KOSPI,,,false,false,false,false,2026-07-19
008420,문배철강,KOSPI,,,false,false,false,false,2026-07-19
025560,미래산업,KOSPI,,,false,false,false,false,2026-07-19
007120,미래아이앤지,KOSPI,,,false,false,false,false,2026-07-19
396690,미래에셋글로벌리츠,KOSPI,,,false,false,false,false,2026-07-19
357250,미래에셋맵스리츠,KOSPI,,,false,false,false,false,2026-07-19
085620,미래에셋생명,KOSPI,,,false,false,false,false,2026-07-19
006800,미래에셋증권,KOSPI,,,false,false,false,false,2026-07-19
00680K,미래에셋증권2우B,KOSPI,,,false,false,false,false,2026-07-19
006805,미래에셋증권우,KOSPI,,,false,false,false,false,2026-07-19
081660,미스토홀딩스,KOSPI,,,false,false,false,false,2026-07-19
002840,미원상사,KOSPI,,,false,false,false,false,2026-07-19
268280,미원에스씨,KOSPI,,,false,false,false,false,2026-07-19
107590,미원홀딩스,KOSPI,,,false,false,false,false,2026-07-19
134380,미원화학,KOSPI,,,false,false,false,false,2026-07-19
003650,미창석유,KOSPI,,,false,false,false,false,2026-07-19
377740,바이오노트,KOSPI,,,false,false,false,false,2026-07-19
003610,방림,KOSPI,,,false,false,false,false,2026-07-19
035150,백산,KOSPI,,,false,false,false,false,2026-07-19
002410,범양건영,KOSPI,,,false,false,false,false,2026-07-19
