ticker,name,sector,gate_pass,gate_fail_reason,score_q,score_v,score_sr,score_r,score_m,composite_raw,composite_score,incumbent_bonus,grade,role_suggested,tier,satellite_track,is_held,data_gate,sleeve_weight_suggested,portfolio_weight_suggested,as_of
090430,아모레퍼시픽,unknown,True,,50.83,59.26,50.0,11.98,7.08,49.27,49.27,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
000500,가온전선,unknown,True,,50.83,19.87,50.0,26.33,57.02,38.88,38.88,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
000100,유한양행,unknown,True,,50.83,50.82,50.0,16.28,1.49,47.16,47.16,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
011790,SKC,unknown,True,,50.83,45.1,50.0,17.51,25.71,45.57,45.57,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
377300,카카오페이,unknown,True,,50.83,31.75,50.0,10.0,9.69,40.82,40.82,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
029780,삼성카드,unknown,True,,50.83,85.85,50.0,37.31,8.94,59.78,59.78,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,1.24,2026-06-23
298380,에이비엘바이오,unknown,True,,50.83,30.11,50.0,14.95,0.37,40.82,40.82,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
138930,BNK금융지주,unknown,True,,50.83,89.01,50.0,41.52,35.18,61.15,61.15,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,1.24,2026-06-23
036570,NC,unknown,True,,50.83,69.18,50.0,22.68,38.47,53.31,53.31,0.0,C,value_defensive,—,False,False,YELLOW,4.0,1.24,2026-06-23
000250,삼천당제약,unknown,True,,50.83,10.61,50.0,12.28,19.75,34.7,34.7,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
005385,현대차우,unknown,True,,50.83,50.0,50.0,20.77,25.34,47.37,47.37,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
141080,리가켐바이오,unknown,True,,50.83,36.38,50.0,19.28,6.34,43.13,43.13,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
088980,맥쿼리인프라,unknown,True,,50.83,50.0,50.0,60.0,44.98,51.29,51.29,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
128940,한미약품,unknown,True,,50.83,46.13,50.0,19.02,11.93,46.03,46.03,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
319660,피에스케이,unknown,True,,50.83,27.06,50.0,36.2,88.31,53.86,53.86,0.0,C,value_quality,—,True,False,YELLOW,4.0,1.24,2026-06-23
023530,롯데쇼핑,unknown,True,,50.83,55.39,50.0,33.87,78.88,56.93,56.93,0.0,B,value_quality,Satellite,True,False,YELLOW,3.09,0.96,2026-06-23
440110,파두,unknown,True,,50.83,28.75,50.0,30.19,56.65,41.93,41.93,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
222800,심텍,unknown,True,,50.83,39.92,50.0,36.37,84.32,55.45,55.45,0.0,B,momentum_satellite,Satellite,True,False,YELLOW,3.02,0.94,2026-06-23
175330,JB금융지주,unknown,True,,50.83,85.14,50.0,23.33,20.12,58.17,58.17,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,1.24,2026-06-23
001040,CJ,unknown,True,,50.83,58.01,50.0,15.11,13.42,49.2,49.2,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
066970,엘앤에프,unknown,True,,50.83,42.37,50.0,21.74,13.04,45.18,45.18,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
087010,펩트론,unknown,True,,50.83,30.66,50.0,10.52,2.98,40.54,40.54,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
403870,HPSP,unknown,True,,50.83,24.39,50.0,24.49,47.33,40.06,40.06,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
082740,한화엔진,unknown,True,,50.83,42.1,50.0,23.23,32.8,45.24,45.24,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
347850,디앤디파마텍,unknown,True,,50.83,29.29,50.0,34.78,56.09,42.56,42.56,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
088350,한화생명,unknown,True,,50.83,89.67,50.0,25.29,48.46,59.72,59.72,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,1.24,2026-06-23
080220,제주반도체,unknown,True,,50.83,17.85,50.0,34.24,79.18,49.54,49.54,0.0,C,value_quality,—,True,False,YELLOW,4.0,1.24,2026-06-23
095340,ISC,unknown,True,,50.83,28.91,50.0,28.99,47.0,41.86,41.86,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
052690,한전기술,unknown,True,,50.83,35.4,50.0,15.73,23.48,42.48,42.48,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
018880,한온시스템,unknown,True,,50.83,61.71,50.0,21.85,29.07,50.99,50.99,0.0,C,value_defensive,—,False,False,YELLOW,4.0,1.24,2026-06-23
069960,현대백화점,unknown,True,,50.83,71.74,50.0,36.65,85.66,62.18,62.18,0.0,B,value_defensive,Satellite,True,False,YELLOW,3.32,1.03,2026-06-23
010060,OCI홀딩스,unknown,True,,50.83,61.99,50.0,23.68,49.94,51.26,51.26,0.0,C,value_defensive,—,False,False,YELLOW,4.0,1.24,2026-06-23
084370,유진테크,unknown,True,,50.83,25.04,50.0,33.63,71.98,49.12,49.12,0.0,C,value_quality,—,True,False,YELLOW,4.0,1.24,2026-06-23
004020,현대제철,unknown,True,,50.83,70.98,50.0,10.17,15.65,52.6,52.6,0.0,C,value_defensive,—,False,False,YELLOW,4.0,1.24,2026-06-23
336260,두산퓨얼셀,unknown,True,,50.83,34.47,50.0,24.16,46.96,43.05,43.05,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
108490,로보티즈,unknown,True,,50.83,15.07,50.0,27.15,11.18,37.53,37.53,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
178320,서진시스템,unknown,True,,50.83,45.37,50.0,28.37,50.96,46.74,46.74,0.0,C,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
214370,케어젠,unknown,True,,50.83,14.86,50.0,19.82,19.01,36.73,36.73,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
103590,일진전기,unknown,True,,50.83,40.9,50.0,21.23,34.66,44.68,44.68,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
310210,보로노이,unknown,True,,50.83,30.38,50.0,20.4,13.79,41.44,41.44,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
067310,하나마이크론,unknown,True,,50.83,24.34,50.0,35.35,77.05,50.41,50.41,0.0,C,value_quality,—,True,False,YELLOW,4.0,1.24,2026-06-23
022100,포스코DX,unknown,True,,50.83,32.67,50.0,11.56,7.45,41.25,41.25,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
450080,에코프로머티,unknown,True,,50.83,29.95,50.0,13.57,4.1,40.63,40.63,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,1.24,2026-06-23
012510,더존비즈온,unknown,True,,50.83,38.12,50.0,19.0,80.99,52.52,52.52,0.0,C,value_quality,—,True,False,YELLOW,4.0,1.24,2026-06-23
095610,테스,unknown,True,,50.83,32.13,50.0,35.17,82.97,53.43,53.43,0.0,C,value_quality,—,True,False,YELLOW,4.0,1.24,2026-06-23
